Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
side,,,,"I Have a friend who has the other model and we put them <span class=""AS"">side</span> by side with the same dvd in (battle of the Smithsonian)","So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their <span class=""AS"">side</span> , then you are stuck paying for the repair (the price of a new one).","If you start on the far right <span class=""AS"">side</span> and scroll to your left the start menu will automatically come up.","on the bright <span class=""AS"">side</span> at least I wasn't without my laptop for long this time!","the graphics are awful and the wireless switch it at the top rather than the <span class=""AS"">side</span> which I am used to it being on the side.","The one down <span class=""AS"">side</span> to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","The 4 USB ports are nice, but the two on the <span class=""AS"">side</span> only work now and then."
internet connection,,,,"It is fast and i have not had a problem with <span class=""AS"">internet connection</span> or any other problems."
aluminum,,,,"The reason why I choose apple MacBook because of their design and the <span class=""AS"">aluminum</span> casing.","I liked the <span class=""AS"">aluminum</span> body.","First of all yes this is a mac and it has that nice brushed <span class=""AS"">aluminum</span> .","I previously purchased a 13"" macbook (had pro specs and was <span class=""AS"">aluminum</span> style) which had a nvidia 9800","I love the solid machined <span class=""AS"">aluminum</span> frame, and the keyboard is the best of any laptop I've used.","Soft touch, anodized <span class=""AS"">aluminum</span> with laser cut precision and no flaws."
track pad,,,,"The <span class=""AS"">track pad</span> is a bit squirrely at times- sometimes too sensitive, and sometimes a bit unresponsive, but it's usable.","Only problem that I had was that the <span class=""AS"">track pad</span> was not very good for me, I only had a problem once or twice with it,","The operating system and user interface is very intuitive, and the large multi-touch <span class=""AS"">track pad</span> is amazing.","The <span class=""AS"">track pad</span> to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!"
solution,,,,"The only <span class=""AS"">solution</span> is to turn the brightness down, etc."
computer experience,,,,"I know that ASUS is known for making motherboards, but this is the worst <span class=""AS"">computer experience</span> that I have ever had."
decision,,,,"Instead, I'll focus more on the actual performance and feature set of the hardware itself so you can make an educated <span class=""AS"">decision</span> on which Mac to buy.","It was a hard <span class=""AS"">decision</span> for me since the MacBook Pro looked so appealing.","I think that was a great <span class=""AS"">decision</span> to buy"
toshiba laptop,,,,"I purchased this netbook after my original <span class=""AS"">Toshiba laptop</span> crashed right after the warranty expired.","The <span class=""AS"">Toshiba laptop</span> I am using is easier to use than most I have tried.","I've had a <span class=""AS"">Toshiba laptop</span> in the past;","The <span class=""AS"">Toshiba laptop</span> was a great purchase."
w/,,,,"Will not buy another Toshiba, this is my second, not happy <span class=""AS"">w/</span> either.","I'm stuck <span class=""AS"">w/</span> a broken computer."
point,,,,"That defeated the whole <span class=""AS"">point</span> of a laptop.","It has a overheating issue - nearly to the <span class=""AS"">point</span> of being dangerous.","It's a lottery at this <span class=""AS"">point</span> as I have read that other have received new ones with the same problem.","Again in February my computer completely failed to the <span class=""AS"">point</span> that it could not load Windows","He gave me this PC about 3 years ago and up to this <span class=""AS"">point</span> im still sitting here using it.","It was about six months later when the overheating problem started again, to the <span class=""AS"">point</span> it felt like fire on the bottom of the machine!"
address,,,,"-Complied to their protocol, called number, made ""case"", got an email <span class=""AS"">address</span> to send complaint.","I know some people complained about HDMI issues but they released a firmware patch to <span class=""AS"">address</span> that issue.","-Apparently, contactus@euro.apple.com is not a good <span class=""AS"">address</span> to send complaints.","The repairs were made quickly though I must say, however the second time they shipped it to the incorrect <span class=""AS"">address</span> and it took nearly a week for them to get it to me."
investment,,,,"The <span class=""AS"">investment</span> of a new MacBook Pro came at a price, but totally worth it for a good piece of mind.","The apple MacBook is the best <span class=""AS"">investment</span> that I have ever made.","My MacBook is probably the best <span class=""AS"">investment</span> I have ever made.","Worth the <span class=""AS"">investment</span> and truly a fine piece of equipment."
