Term,Alias1,Alias2,Alias3,Example1,Example2,Example3,Example4,Example5,Example6,Example7,Example8,Example9,Example10,Example11,Example12,Example13,Example14,Example15,Example16,Example17,Example18,Example19,Example20
potatos,potato,,,"The menu has lots of options: I hope to go back to try those <span class=""AS"">potato</span> pancakes.","And they have these home made <span class=""AS"">potato</span> chips at the bar that are the most delicious things in the world!","The <span class=""AS"">potato</span> balls were not dry at all...","Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the <span class=""AS"">potato</span> stuff kanish best one."
fare,,,,"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan <span class=""AS"">fare</span> on my first visit.","this is can became on e of the NY Italian Food <span class=""AS"">fare</span> institutions.","this is can became on e of the NY Italian Food <span class=""AS"">fare</span> institutions.","We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro <span class=""AS"">fare</span> have made us return and return.","Super friendly and knowledgable staff, fabulous bistro <span class=""AS"">fare</span> and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
tofu,,,,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried <span class=""AS"">tofu</span> that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.","I recommend their Pad See Ew, Pork Chops or <span class=""AS"">Tofu</span> plates."
korean,,,,"Authentic <span class=""AS"">Korean</span> food lovers should visit 32nd Street, of course.","If you ware looking for <span class=""AS"">Korean</span> fusion, I suggest you try some of the places in the East Village."
lovers,lover,,,"Authentic Korean food <span class=""AS"">lovers</span> should visit 32nd Street, of course.","The menu seemed to have a wide variety of dishes for seafood <span class=""AS"">lovers</span> and interesting ways of preparing them.","Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge <span class=""AS"">lover</span> of oysters and fish, and my girlfriend is half Korean!"
classics,classic,,,"Even better, they know how to cook French <span class=""AS"">classics</span> like Steak au Poivre and Onglet without burning it to death or overcooking it.","This place has realy fresh sushi and a nice large menu of Japanese <span class=""AS"">classic</span> cuisine.","Nice restaurant overall, with <span class=""AS"">classic</span> upscale Italian decor.","Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in <span class=""AS"">classic</span> black white that adorn the walls, some of which, I would love to know where they obtained.","good place to hang out during the day after shopping or to grab a simple soup or <span class=""AS"">classic</span> french dish over a glass of wine.","Entrees include <span class=""AS"">classics</span> like lasagna, fettuccine Alfredo and chicken parmigiana."
occassions,occassion,,,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special <span class=""AS"">occassion</span> of some sort.","When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special <span class=""AS"">occassion</span> of some sort."
clerks,clerk,,,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful <span class=""AS"">clerks</span> there was a dearth of the former too."
folks,folk,,,"Calling the place Hampton Chutney Co. does warn you that these <span class=""AS"">folks</span> offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.","Obviously run by <span class=""AS"">folks</span> who know a pie.","For all you lazy <span class=""AS"">folks</span> that don't want to come to Alphabet City, I say, good - stay out."
food joints,food joint,,,"An excellent alternative to fast <span class=""AS"">food joints</span> and ordering in","I will have to say, this Bengali Fast <span class=""AS"">Food joint</span> is clearly my favorite."
women,woman,,,"Just don't take the seat between the bar and the back half of the restaurant, i saw a <span class=""AS"">woman</span> get nudged 40times sitting there.","I went to this restaurant with a <span class=""AS"">woman</span> that I met recently.","Some of the finest latin <span class=""AS"">women</span> you'll see in your life hang out at Jimmy's.","A one <span class=""AS"">women</span> show!","I went to this restaurant with a <span class=""AS"">woman</span> that I met recently."
fish dishes,fish dish,,,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional <span class=""AS"">fish dishes</span> I would never return.","An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the <span class=""AS"">fish dishes</span> and soups."
tomato sauce,,,,"But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less <span class=""AS"">tomato sauce</span> than usual).","The food is yummy, especially their cooked-to-perfection mussels in spicy <span class=""AS"">tomato sauce</span> and their shoestring crispy fries."
bathroom,,,,"oh speaking of <span class=""AS"">bathroom</span> , the mens bathroom was disgusting.","The staff has been nice, but they seemed really stressed and the unisex <span class=""AS"">bathroom</span> needs to be cleaned more often.","The waitress moved our table practically into the <span class=""AS"">bathroom</span> and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no..."
ad,,,,"We never ate because by close to 2 in the monring we were not served and were too upset <span class=""AS"">ad</span> tired to start eating."
scores,score,,,"It was nice and fresh, but I can't give it high <span class=""AS"">scores</span> on being authentic thai.","Village is one of those places that <span class=""AS"">scores</span> on all fronts."
anybody,,,,"I would never recommend this place to <span class=""AS"">anybody</span> even for a casual dinner."
blend,,,,"Meat-phobes are in luck with the extraordinary veggie burger, made from a distinctive <span class=""AS"">blend</span> of chickpeas, carrots and other vegetables and spices.","The zucchini and mashed potatoes are a <span class=""AS"">blend</span> of garlic and butter which simply melts in your mouth."
